,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,images
48,22551.668979430768,-8038.789223209409,2934.6496440084984,1589.4620437819674,4872.841703808897,-665.6686013338586,-3657.0211228696894,-3454.9981928019197,155.2013248293931,966.511546790314,1242.9982783542744,-515.5742152414593,2344.5995535838465,-2690.1901851292273,-1825.2534214198963,PL22_0018pueboc-l9.png
49,-3098.880506667624,-5382.394596345437,6316.224935016043,161.5633467806532,3212.650006967266,1383.2496359876889,1053.8577758435083,-1263.8016330057462,-296.14076216282393,-56.56777317085636,-1631.270834876677,936.4420077114715,-1337.0692978389127,1103.9566380762776,-878.2165444534572,PL22_0148puetob-l6.png
50,108.87070169655256,7002.314911515151,5788.371207285246,5066.341816902103,-25.85416305194829,-1574.033345721095,-2446.80171682941,1862.6250923358748,-822.6735996922762,-2598.438284141261,-831.6110562346706,653.1331377457325,-25.781988468466785,689.6258150974705,-324.7305961823589,PL22_0164puetob-l8.png
51,-3986.9855557063447,-2982.3980489800897,2050.642063389668,70.98281261440547,2259.764248656399,1330.8363799382314,-3.744803234402223,-254.38898263279927,-1766.1827530894045,-1550.9283918515616,421.44120029538317,-454.4362535117247,-847.0289958153699,-1718.8648961226127,-1302.430476070084,PL22_0101pueboc-l4.png
52,-3687.6830866343516,6023.051522749672,-2130.89547769568,910.2703526037208,-298.72883852339464,-1112.8400910408957,2771.217795845062,2739.6430782007205,-1134.9519631337737,-1764.462861148551,1248.415525342036,1671.0555184446735,-152.60284900060051,2080.809764869723,1504.722180043681,PL22_0257pueboc-l3.png
53,-8791.206952057957,10939.03145067345,524.3371593002425,-5236.894574697626,-1911.8145459792934,3848.401355035801,946.8311655829883,-560.5444946404965,735.0997599491359,2289.1923426497738,-1241.9969235325914,1633.9675590375768,-1269.429074547763,-1422.1555645871213,686.542438054121,PL22_0389abeuvi-l5.png
54,-26043.6581503315,-670.6578826656176,-1737.898895193076,-2871.5168038658703,1924.4730178788059,-3705.8284307153003,-523.5117124833984,-316.74117156677096,-436.1732010131473,194.1922130765022,-699.2600208272358,619.9896095029792,-76.58167182444183,-480.1841487915214,266.6737567634796,PL22_0480atlver-l13.png
55,-27708.59635189794,807.8898109166436,-3469.1893619181924,-732.6087440261499,3093.5012441203685,-1745.1623332551912,-218.03044859525812,-177.5583571406224,-113.94028926409806,316.7786241039872,-419.63644739516724,244.40034689643366,325.0748695460591,-115.94324253548533,-467.52291253688753,PL22_0044nigboc-l4.png
56,-19016.008810955955,-3193.07876445612,-4726.447502398311,99.20723693514395,3501.1461012813033,1336.7594496212596,1006.7645122379996,264.6908568263792,-413.06902322946235,-132.99384288434527,1018.8092059071951,-316.164675921274,299.15506738828486,690.8592745284845,-66.93733190849032,PL22_0250nigboc-l1.png
57,6398.081059563332,9603.102069691897,4445.445957358872,5580.373243744516,860.0569611100934,-4213.902686347199,2320.8634167499686,4185.132072478828,180.18063070132627,-780.2616935377747,1215.5261081397614,-1150.6032432846905,2013.6362465814852,-1011.093989269684,-1858.6007056108308,PL22_0130puetob-l10.png
58,-4157.865819892993,564.7735054926561,2691.2485042557137,-1971.460211476196,-1358.7457969288384,315.10095831253585,-512.703765610069,-1097.2232880294112,-3191.5215668803694,-1122.951071334373,394.5891607720099,1017.516245187312,125.84653608022326,-1933.6734636086935,795.3674094707793,PL22_0215pueboc-l5.png
